feedback,aspect,sentiment
thầy cô vào ra lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biể,2,Negative
hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và khó hiểu bài,2,Negative
bài tập số lượng bài tập và các loại bài tập của giảng viên đầy đủ,1,Positive
số lượng bài tập không quá nhiều,1,Positive
cơ sở vật chất đầy đủ,3,Positive
không đăng tải bài giảng lên trang elearning,1,Negative
không có nội dung mới,1,Neutral
thầy cô dạy chậm khó hiểu bài để sinh viên tự học,2,Negative
không phù hợp,1,Negative
phù hợp công bằng,2,Positive
hầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng,1,Positive
thầy cô vào ra lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo,2,Negative
mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng,1,Neutral
các ý kiến đề cấp đến hoạt động chấm điểm của cô,2,Neutral
cô hay bỏ lớp để làm việc riêng,2,Negative
giảng dạy hiệu quả,2,Positive
có quạt đèn đầy đủ,3,Positive
giá,1,Neutral
khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho học viên các,1,Positive
không không l kj,4,Neutral
thầy cô bám bám sát nội dung môn học,3,Positive
thầy cô bám bám sát nội dung môn học,4,Positive
thầy cô thân thiện,2,Positive
thầy cô ra vào đúng giờ,2,Positive
thầy cô dạy chậm dễ hiểu đúng tiến độ,2,Positive
dễ làm và sát nội dung học,1,Positive
giao tiếp với người học ví dụ thầy cô chủ động tương tác với học viên trong giờ học,2,Positive
tạm ổn,1,Neutral
khá cao,2,Positive
thầy cô bám sát,1,Positive
dễ hiểu và dễ thực hiện,1,Positive
thông cảm việc đi trễ có lí do đoàng hoàng,4,Positive
thầy cô bám bám sát nội dung môn học trong từng phần chương bài,2,Positive
thiết bị xứng đáng với học phí,3,Positive
các ý kiến đề cập đến các hành vi thái độ của giảng viên trong giảng dạy và giao tiếp với người học,2,Neutral
bài tập bám sát nội dung bài học,1,Positive
cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình,1,Positive
bt quá nhìu,1,Negative
máy chíêu không nhìn rõ,3,Negative
thông cảm việc đi trễ của sinh viên kẹt xe,4,Positive
lượng bài tập và các loại bài tập của giảng viên,1,Neutral
thầy cô bám sát nội dung giảng dễ hiểu,1,Positive
kinh nghiệm rất giỏi,2,Positive
thầy cô giảng bài chậm giúp sinh viên dễ hiểu hơn,2,Positive
hành vi nghiêm túc và đôi lúc dễ thương,2,Positive
bài tập không quá nặng,1,Positive
thầy cô tới lớp rất sớm,2,Positive
thầy cô bám bám sát nội dung môn học trong từng phần chương bài cập nhật kiến thức mới cách làm mới cho học viên,1,Positive
chuyên môn cao kinh nghiệm dày dặn đưa ra một số ví dụ thực tiễn dễ hiểu và dễ nhớ,2,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb gửi clip tham khảo,2,Positive
bài tập đủ thông tin nội dung làm nhiều lần để dễ nhớ,1,Positive
rõ ràng minh bạch cho sinh viên kiểm tra lại trước khi thống nhất,2,Negative
nhìu quá,1,Negative
bài tập dễ hiểu dễ làm,1,Positive
giảng viên giảng dạy dễ hiểu,2,Positive
dí dl sinh vien,1,Neutral
none,3,Neutral
công bố đầy đủ,1,Positive
thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏ,2,Positive
very good giảng viên thể chất có chuyên môn cao về bộ môn,2,Positive
đầy đủ nội dung để ôn tập,1,Positive
thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên,2,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá rõ ràng ổn định,1,Positive
lồng ghép các tình huống các trải nghiệm thực tế rõ ràng thiết thực truyền đạt dễ hiểu giọng nói to rõ dễ nghe,2,Positive
số lượng bài tập vừa đủ hợp lí,1,Positive
chấm điểm minh bạch rõ ràng,2,Positive
thiết bị dạy học hiện đại phù hợp với cơ sở vật chất và hỗ trợ giảng dạy dễ dàng,3,Positive
dạ em không có ạ,4,Neutral
thầy cô nhắc nhở làm bài tập đúng thời hạn,1,Positive
thầy cô công khai minh bạch về bảng điểm và điểm cộng,2,Positive
những ví dụ đưa vào bài rất thực tế phù hợp và dễ hiểu,2,Positive
bài tập lồng ghép những nội dung thực tế gần gũi với sinh viên,1,Positive
chấm điểm công bằng cộng điểm quá trình khi phát biểu đúng,2,Positive
thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy cô vào ra lớp đúng giờ,2,Positive
trang thiết bị hiện đại phù hợp với cơ sở vật chất và hỗ trợ giảng dạy,3,Positive
chấm điểm công khai minh bạch,2,Positive
dạ em không ạ,4,Neutral
hầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho học viên,1,Positive
hầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên,2,Negative
tương đối,1,Neutral
tương đối,2,Neutral
thầy cô vào ra lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy cô hay bỏ lớp để làm việc riêng các ý kiến khác,2,Negative
tương đối,3,Neutral
tương đối,4,Neutral
điểm số công khai minh bạch rõ ràng,2,Positive
hiện tại em không có ý kiến,4,Neutral
bài tập có những ví dụ rất thực tế phù hợp và dễ hiểu số lượng bài tập vừa đủ để sinh viên nắm vững kiến thức,1,Positive
thầy cô vào ra lớp đúng giờ thầy cô thực hiện giảng dạy theo đúng thời khóa biểu trang thiết bị hiện đại phù hợp với cơ sở vật chất và hỗ trợ giảng dạy,2,Positive
các ý kiến đề cập đến việc nội dung giảng dạy về học liệu của thầy cô ví dụ thầy cô bám bám sát nội dung môn,1,Positive
tiêu chí 4 phương pháp giảng dạy của thầy cô khi đến lớp các ý kiến đề cập đến các phương pháp giảng dạy về môn học,2,Neutral
ví dụ thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏ,2,Negative
ví dụ thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏ,1,Negative
ví dụ thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏ,3,Negative
ví dụ thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏ,4,Negative
co,2,Neutral
co,1,Neutral
co,3,Neutral
khôgn ý kiến,1,Neutral
các ý kiến đề cập đến đề xuất mong muốn của sinh viên gửi đến giảng viên và nhà trường,2,Neutral
thầy cô dạy chậm dễ hiểu,2,Positive
thầy cô thực hiện giảng dạy theo đúng thời khóa biểu,3,Positive
có nhiều giảng viên là luật sư,2,Positive
tiểu luận nghiên cứu giữa kỳ,1,Neutral
máy chiếu quạt máy lạnh,3,Neutral
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của mô,1,Positive
thầy cô có nhiều kinh nghiệm,2,Positive
bài tập vừa phải bám sát nội dung học,1,Positive
thầy cô vào ra lớp đúng giờ đúng tkb,2,Positive
thiết bị cơ sở vật chất tốt,3,Positive
tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham,1,Neutral
tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham,2,Neutral
tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham,3,Neutral
tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham,4,Neutral
cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn thông tin cá nhân của cô đến sinh viên,1,Positive
cô chủ động tương tác với học viên trong giờ học cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên,2,Negative
cô vào lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu cô hay bỏ lớp để làm việc riêng,2,Negative
bám bám sát nội dung môn học trong từng phầ,1,Positive
bài tập cuối tuần,1,Neutral
máy chiếu quạt,3,Neutral
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn thông tin cá nhân của thầy cô đến sinh viên các ý kiến khác,1,Positive
thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho học viên các ý kiến khác,1,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và khó hiểu bài để sinh viên tự học chỉ gửi clip tham khảo các ý kiến khác,2,Negative
thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏi các ý kiến khác,2,Positive
quá tuyệt vời,2,Positive
ok10 điểm,2,Positive
10 điểm,3,Positive
thầy cô có nhiều kinh nghiệm trong nghề giáo viên,2,Positive
bài tập ít vừa phải phù hợp năng lực sinh viên,1,Positive
thầy cô chấm điểm công tâm công bằng,2,Positive
thiết bị tân tiến hiện đại,3,Positive
thầy cô cung cấp đầy đủ đề cương chi tiế,1,Positive
cuối giờ học,1,Neutral
ý kiến đề cấp đến hoạt động chấm điểm của thầy cô,2,Neutral
các ý kiến đề cập đến việc nội dung giảng dạy về học liệu của thầy cô ví dụ thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho học viên các ý kiến khác,1,Positive
bài tập số lượng bài tập và các loại bài tập của giảng viên,1,Neutral
các ý kiến đề cập đến việc nội dung giảng dạy về học liệu của thầy cô,1,Neutral
các ý kiến đề cập đến các phương pháp giảng dạy về môn học,2,Neutral
thầy cô có nhiều kinh nghiệm giảng dạy,2,Positive
thầy cô chủ động tương tác với học viên trong giờ học nhiệt tình và có trách nhiệm,2,Positive
bài tập không quá nhiều phù hợp khả năng sinh viên,1,Positive
thầy cô chấm điểm công bằng,2,Positive
thiết bị tiên tiến hiện đại,3,Positive
nhân của thầy cô đến sinh viên,1,Neutral
nhân của thầy cô đến sinh viên,2,Neutral
nhân của thầy cô đến sinh viên,3,Neutral
nhân của thầy cô đến sinh viên,4,Neutral
thầy cô vào ra lớp đúng giờ thầy cô di dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy cô hay bỏ lớp để làm việc riêng các ý kiến khác câu trả lời của bạn,2,Negative
cũng ok không nhiều lắm rất là ok,1,Positive
tốt không có vấn đề,2,Positive
projecter phòng học máy lạnh quạt đèn,3,Neutral
nguyen thi ó,1,Neutral
0,2,Neutral
0,1,Neutral
0,3,Neutral
rõ ràng chuyên nghiệp,2,Positive
phòng học máy chiếu quạt đèn ok,3,Positive
các ý kiến đề cập đến kinh nghiệm thực tiễn và việc đưa nội dung thực tiễn lồng ghép vào bài giảng câu trả lời của bạn,2,Neutral
học như phòng học máy chiếu quạt đèn,3,Neutral
gửi đến giảng viên nhà trường,4,Neutral
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo,1,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo,2,Positive
nnnnnnn,2,Neutral
nn,2,Neutral
nnn,3,Neutral
kkj,4,Neutral
nội dung thực tiễn,2,Positive
thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên,2,Positive
số lượng bài tập và các loại bài tập,1,Neutral
cập đến trang thiết bị dạy học như phòng học máy chiếu quạt đèn,3,Neutral
không có ạ cô em tuyệt vời,4,Positive
học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và khó,2,Negative
chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên,2,Positive
thiết bị dạy học các ý kiến đề cập đến trang thiết bị dạy học như phòng học máy chiếu quạt đèn,3,Neutral
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng,1,Positive
kinh nghiệm đa dạng,2,Positive
oke,3,Positive
đưa trò chơi lồng ghép vào bài giảng,2,Positive
số lượng bài tập đủ kiến thức vừa phải,1,Positive
hoạt động chấm điểm của thầy cô rõ ràng rành mạch,2,Positive
các ý kiến đề cập đến trang thiết bị dạy học như phòng học máy chiếu quạt đèn hiện đại,3,Neutral
thực hiện giảng dạy theo đúng thời khóa biểu,2,Positive
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo và cách,1,Positive
thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng,2,Positive
thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng,3,Positive
thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng,4,Positive
cô bám bám sát nội dung môn học,2,Positive
công khai rõ ràng,2,Positive
oke,2,Positive
các ý kiến đề cập đến bài tập số lượng bài tập và các loại bài tập của giảng viên vừa đủ,1,Neutral
thầy cô cung cấp đầy đủ đề cương chi tiết môn học,1,Positive
thầy cô chủ động tương tác với sinh viên trong giờ học,2,Positive
thầy cô đến đúng giờ,2,Positive
lồng ghép game vào bài giảng,2,Neutral
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ,2,Positive
các ý kiến đề cập đến bài tập số lượng bài tập và các loại bài tập của giảng viên đủ kiến thức,1,Neutral
tệ,1,Negative
tệ,2,Negative
tệ,3,Negative
tệ,4,Negative
dụ dễ hiểu hấp dẫn sinh động tạo hứng thú học tập,2,Positive
các ý kiến đề cập đến bài tập số lượng bài tập,1,Neutral
thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,1,Positive
thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài,2,Negative
bài tập ôn thi vừa đủ,1,Positive
siêu mệt,1,Negative
haizzz,2,Negative
hum bà oi,4,Neutral
rất ổn,1,Positive
rất tuyệt,3,Positive
cô có cung cấp đầy đủ,1,Positive
cô dạy chuyên nghiệp bám sát theo giáo án,1,Positive
cô có nhiều kinh nghiệm dạy rất dễ hiểu,2,Positive
cô dạy rất sinh động linh hoạt rất vui,2,Positive
cô giảng dạy rất vui vẻ phù hợp với học sinh gen z,2,Positive
bài tập của giảng viên phân bố rất phù hợp với học sinh,1,Positive
cô chấm điểm rất tuyệt vời công tâm,2,Positive
cô đến lớp rất sớm để chuẩn bị dạy cho tụi em,2,Positive
thiết bị dạy học rất ổn,3,Positive
nhà trường nên đầu tư thêm về khách mời như mời người nước ngoài đến lớp để tương tác với sinh viên,4,Negative
khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,1,Positive
khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,2,Positive
khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,3,Positive
khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,4,Positive
rất hài lòng,4,Positive
giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,2,Neutral
giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,3,Neutral
giáo trình bài giảng tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,4,Neutral
đa dạng,1,Positive
xịn xò,3,Positive
thầy cô thân thiện với học viên khi học viên hỏi,1,Positive
nội dung hay,2,Positive
các loại bài tập đa dạng,1,Positive
cô di dạy trễ cho về sớm,2,Negative
các ý kiến đề cập đến bài tập,1,Neutral
học như phòng học,3,Neutral
các ý kiến đề cập đế,4,Neutral
thầy cô cung cấp đủ đề cương chi tiết,1,Positive
rát tốt,1,Positive
có kinh nghiệm và thật sự hiệu quả,2,Positive
đủ tốt để pv,3,Positive
rất phù hợp,2,Positive
số lượng phù hợp,1,Positive
các yếu tố rõ ràng,2,Positive
phù hợp,3,Neutral
tiếp tục thực hiện như vậy,4,Neutral
cô dạy bám sát đề cương,1,Positive
cô chủ động tương tác,2,Positive
hay tốt,1,Positive
update kiến thức mới những case study trong năm học,1,Negative
trên 3 năm,2,Neutral
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb update thêm case study hiện tại dẫn chứng thêm,2,Negative
không quá nhiều bài tập dẫn nên tình trạng overload,1,Negative
có rubik rõ ràng trong bài chấm,2,Positive
vào lớp đúng giờ có ng dạy thay khi thầy cô bận hay vì bù,2,Negative
máy chiếu phải trơn tru và nhiều ổ điện để tiện hopx trợ sv dùng laptop,3,Negative
ví dụ thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật,1,Positive
các ý kiến đề cập đến kinh n,2,Neutral
ví dụ dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và khó hiểu bài để sinh viên tự học chỉ gửi clip tham khảo các ý kiến khác,2,Negative
thầy cô chủ động tương tác với học viên trong giờ học thầy,2,Positive
các ý kiến đề cập đến bài tập số lượng bài tập và,1,Neutral
tốt đầy đủ,1,Positive
nhiều kinh nghiệm tốt,2,Positive
đúng giờ vui vẻ,2,Positive
số lượng vừa đủ không dư thừa,1,Neutral
trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,1,Positive
động chấm điểm của thầy cô,2,Neutral
mong muốn của sinh viên gửi đến giảng viên và nhà trường,4,Neutral
thầy cung cấp đủ đề cương,1,Positive
bài giảng rõ ràng,1,Positive
bài chất lượng,1,Positive
thầy cô nhiệt tình và có trách nhiệm với học viên,1,Positive
thầy cô vào ra lớp đúng giờ,3,Positive
nhật kiến thức mới cách làm mới,1,Positive
dày dặn kinh nghiêm,2,Positive
đúng tiến độ của tkb thầy cô dạy quá nhanh và khó hiểu bài,2,Negative
không yêu cầu gì cả,1,Neutral
phải xác với thực tế,1,Positive
trải đời 10 năm,2,Neutral
vui vẻ là được,2,Positive
bài tập xác vơi thực tế,1,Positive
trên 9 điểm,2,Positive
phòng học sạch,3,Positive
cập đến kinh nghiệm thực tiễn và việc đưa nội dung thực tiễn lồng ghép vào bài giảng,2,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và khó hiểu bài để sinh viên tự học,2,Negative
đến bài tập số lượng bài tập và các loại bài tập của giảng viên,1,Neutral
đến hoạt động chấm điểm của thầy cô,2,Neutral
đến trang thiết bị dạy học như phòng học máy chiếu quạt đèn,3,Neutral
thầy cô cung cấp đầy đủ đề cương cho môn học,1,Positive
thầy cô có kinh nghiệm lâu năm trong lĩnh vực giảng dạy,2,Positive
thầy cô chủ động tương tác vs sinh viên trong giờ học,2,Positive
hồ bơi dụng cụ bơi,3,Neutral
kiến đề cập đến kinh nghiệm thực tiễn và việc đưa nội dung thực tiễn lồng ghép vào bài giảng,2,Positive
chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện với học viên khi học viên hỏi,2,Negative
cô cung cấp đầy đủ thông tin,1,Positive
dễ hiểu truyền cảm hứng,2,Positive
tương tác tốt với sinh viên thân thiện,2,Positive
bài tập đủ cho quá trình học,1,Positive
công khai minh bạch,2,Positive
đúng giờ quy định,2,Positive
của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo,1,Neutral
chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm mới cho,1,Neutral
dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và khó hiểu bài,2,Negative
trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy cô có thái độ khó chịu khi sinh viên hỏi bài thầy cô thân thiện,2,Negative
bài tập và các loại bài tập của giảng viên,1,Neutral
kiến đề cấp đến hoạt động chấm điểm của thầy cô,2,Neutral
giảng viên và nhà trường,4,Neutral
dạy rất tận tình công bố đầy đủ tài liệu,1,Positive
vui vẻ,2,Positive
bài tập sát với nội dung học,1,Positive
hợp tình hợp lý,2,Positive
thầy cô tương tác với học viên trong giờ học,2,Positive
perfect,2,Positive
thầy cô đi chung với học sinh lên lớp,2,Neutral
okela,3,Positive
cần trung thực chấm bài xong thì minh bạch coing khai cho giảng viên và sinh viên,2,Negative
thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách làm,1,Positive
điểm của thầy cô,2,Neutral
trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy cô hay,2,Negative
muốn của sinh viên gửi đến giảng viên và nhà trường,4,Neutral
giảng dạy theo phương pháp tích cực thực chất là tiếp thu mọi tinh túy của phương pháp giảng dạy truyền thống đồng thời tích cực hóa việc giảng dạy và nhất là việc học tập của học sinh lên mức tối đa,2,Neutral
số lượng bài tập vừa đủ dễ tiếp thu,1,Positive
rất tuyệt,2,Positive
thông tin cá nhân của thầy cô đến sinh viên các,1,Neutral
cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới cách,1,Positive
dễ hiểu hấp dẫn sinh động tạo hứng thú học tập thầy cô dạy chậm dễ hiểu đúng tiến độ của tkb thầy cô dạy quá nhanh và,2,Negative
các ý kiến đề cập đến các hành vi thái độ của giảng viên trong giảng dạy và giao tiếp với người học ví dụ thầy cô chủ động tương tác với học viên trong giờ học thầy cô không chủ động tương tác với học viên trong giờ học thầy cô nhiệt tình và có trách nhiệm với học viên thầy cô chưa tiếp thu ý kiến phản hồi của sinh viên thầy,2,Neutral
học tập các ý kiến đề cấp đến hoạt động chấm điểm của thầy cô,2,Neutral
dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy cô hay bỏ,2,Negative
các ý kiến đề cập đến đề xuất mong muốn của,4,Neutral
tiễn lồng ghép vào bài,2,Neutral
học viên hỏi,2,Neutral
giảng viên,1,Neutral
điểm của thầy,2,Neutral
thầy cô hay bỏ lớp,2,Negative
dạy học như phòng học máy chiếu quạt đèn,3,Neutral
nhà,4,Neutral
tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,1,Neutral
dạy trễ cho về sớm thầy cô thực hiện giảng dạy theo đúng thời khóa biểu thầy cô hay bỏ lớp để làm việc riêng các ý,2,Negative
thông tin cá nhân của thầy cô đến sinh viên,1,Neutral
ví dụ thầy cô bám bám sát nội dung môn học trong từng phần chương bài khoa học rõ ràng chuyên nghiệp cập nhật kiến thức mới,1,Positive
các ý kiến đề cập đến kinh nghiệm thực tiễn và việc đưa nội dung thực tiễn lồng ghép vào bài giảng,3,Positive
các ý kiến đề cập đến kinh nghiệm thực tiễn và việc đưa nội dung thực tiễn lồng ghép vào bài giảng,4,Positive
có rất nhiều kinh nghiệm luôn,2,Positive
vừa đủ để sinh viên làm,1,Positive
10 điểm không có nhưng,2,Positive
đầy đủ từ a tới z hiện đại mà không hại điện,3,Positive
không cớ,4,Neutral
giảng dạy theo phương pháp tích cực thực chất là tiếp thu mọi tinh túy của phương pháp giảng dạy truyền thống,2,Neutral
trang bị đầy đủ,3,Neutral
không có ý kiến gì cả,1,Neutral
rất tốt ạ,1,Positive
rất được ạ,2,Positive
dễ hiểu và hấp dẫn ạ,2,Positive
rất chu đáo,2,Positive
rất oke ạ,2,Positive
rất oke,3,Positive
bài tập bám sát thực tế,1,Positive
thầy cô thực hiện giản dạy tốt,2,Positive
thiếu máy tính để thực hành phòng máy không đủ mạnh để phục vụ học tập,3,Negative
thầy cô cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình bài giảng tài liệu tham khảo cách thức tìm các tài liệu học tập của môn,1,Positive
không ổn,1,Negative
không ổn,2,Negative
chấm điểm theo cảm xúc không công tâm,2,Negative
thầy cung cấp đầy đủ đề cương chi tiết mục tiêu học tập chung của môn học cách thức kiểm tra đánh giá giáo trình tài liệu tham khảo và cách thức tìm các tài liệu học tập của môn,1,Positive
vừa sức với sinh viên,1,Positive
thầy chấm điểm nương tay,2,Positive
tất cả đều tốt,3,Positive
không tốt,1,Negative
không tốt,2,Negative
không hiệu quả,1,Negative
bám sát nội dung khoa học,1,Positive
nhiều kinh nghiệm đưa nội dung thực tiễn lồng ghép vào bài giảng,2,Positive
máy hơi chậm khi mở các phần mềm như eclipse visual studio ms sql,3,Negative
bài tập đều đặn cho học sinh,1,Positive
cần thay thế mạng máy tính,3,Negative
cô cung cấp rất đầy đủ đề cương chi tiết của môn học,1,Positive
cô bám sát và rõ ràng nội dung bài học,1,Positive
rất đúng giờ giấc,2,Positive
máy tính hay đơ lag,3,Negative
rất nhiều kinh nghiệm,2,Positive
chấm chính xác với nỗ lực của sinh viên,2,Positive
trang thiết bị đầy đủ,3,Negative
cô cung cấp file tài liệu dạy học đầy đủ,1,Positive
cô giảng dạy dễ hiểu đúng nội dung bài học,1,Positive
cô đưa nhiều ví dụ dựa theo bài học,2,Positive
dễ hiểu nhẹ nhàng nhưng hơi chậm,2,Positive
khuyến khích sinh viên tương tác nhiều,2,Positive
